Products[Manufacturer],Products[Color],Products[SubCategory],Products[Category],Products[Brand Name],Products[Class Name],Products[Product Description],Products[Product Key],Products[Product Name],Products[Unit Cost],Products[Unit Price]
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Li-Ion rechargeable battery pack for digital SLR cameras","1263","Contoso Rechargeable Battery Pack E310 Silver","35.68","69.99"
"Contoso, Ltd","Black","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Li-Ion rechargeable battery pack for digital SLR cameras","1264","Contoso Rechargeable Battery Pack E310 Black","35.68","69.99"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Li-Ion rechargeable battery pack for digital SLR cameras","1265","Contoso Rechargeable Battery Pack E310 White","35.68","69.99"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Soft carrying case for DSLR, user-friendly system case","1266","Contoso Carrying Case E312 Silver","25.47","49.96"
"Contoso, Ltd","Pink","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Soft carrying case for DSLR, user-friendly system case","1267","Contoso Carrying Case E312 Pink","25.47","49.96"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Soft carrying case for DSLR, user-friendly system case","1268","Contoso Carrying Case E312 White","25.47","49.96"
"Contoso, Ltd","Blue","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Soft carrying case for DSLR, user-friendly system case","1269","Contoso Carrying Case E312 Blue","25.47","49.96"
"Contoso, Ltd","Pink","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Attaches lens cap to the lens, to avoid losing it","1270","Contoso Lens Cap Keeper E314 Pink","3.54","6.95"
"Contoso, Ltd","Yellow","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Attaches lens cap to the lens, to avoid losing it","1271","Contoso Lens Cap Keeper E314 Yellow","3.54","6.95"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Attaches lens cap to the lens, to avoid losing it","1272","Contoso Lens Cap Keeper E314 White","3.54","6.95"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Attaches lens cap to the lens, to avoid losing it","1273","Contoso Lens Cap Keeper E314 Silver","3.54","6.95"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees","1274","Contoso Digital Cameras Lightweight Tripod E316 White","26.58","52.13"
"Contoso, Ltd","Black","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees","1275","Contoso Digital Cameras Lightweight Tripod E316 Black","26.58","52.13"
"Contoso, Ltd","Pink","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees","1276","Contoso Digital Cameras Lightweight Tripod E316 Pink","26.58","52.13"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees","1277","Contoso Digital Cameras Lightweight Tripod E316 Silver","26.58","52.13"
"Contoso, Ltd","Blue","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","General purpose soft carrying case for slim cyber shot digital cameras","1278","Contoso General Soft Carrying Case E318 Blue","7.64","14.99"
"Contoso, Ltd","Black","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","General purpose soft carrying case for slim cyber shot digital cameras","1279","Contoso General Soft Carrying Case E318 Black","7.64","14.99"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","General purpose soft carrying case for slim cyber shot digital cameras","1280","Contoso General Soft Carrying Case E318 Silver","7.64","14.99"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","General purpose soft carrying case for slim cyber shot digital cameras","1281","Contoso General Soft Carrying Case E318 White","7.64","14.99"
"Contoso, Ltd","Red","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Universal 110-240V AC power source, a car adapter","1282","Contoso Mini Battery Charger Kit E320 Red","12.74","24.99"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Universal 110-240V AC power source, a car adapter","1283","Contoso Mini Battery Charger Kit E320 White","12.74","24.99"
"Contoso, Ltd","Black","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Universal 110-240V AC power source, a car adapter","1284","Contoso Mini Battery Charger Kit E320 Black","12.74","24.99"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Universal 110-240V AC power source, a car adapter","1285","Contoso Mini Battery Charger Kit E320 Silver","12.74","24.99"
"Contoso, Ltd","Black","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR","1286","Contoso Genuine Leather Grip Belt E322 Black","39.76","77.99"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR","1287","Contoso Genuine Leather Grip Belt E322 White","39.76","77.99"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR","1288","Contoso Genuine Leather Grip Belt E322 Silver","39.76","77.99"
"Contoso, Ltd","Grey","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR","1289","Contoso Genuine Leather Grip Belt E322 Grey","39.76","77.99"
"Contoso, Ltd","Purple","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Spare/replacement cable for USB enabled cyber-shot digital cameras","1308","Contoso Digital Camera/Camcorder USB Cable E324 Purple","14.28","28"
"Contoso, Ltd","Black","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Spare/replacement cable for USB enabled cyber - shot digital cameras","1309","Contoso Digital Camera/Camcorder USB Cable E324 Black","14.28","28"
"Contoso, Ltd","Silver","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Spare/replacement cable for USB enabled cyber - shot digital cameras","1310","Contoso Digital Camera/Camcorder USB Cable E324 Silver","14.28","28"
"Contoso, Ltd","White","Cameras & Camcorders Accessories","Cameras and camcorders","Contoso","Economy","Spare/replacement cable for USB enabled cyber - shot digital cameras","1311","Contoso Digital Camera/Camcorder USB Cable E324 White","14.28","28"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Economy","1-line operation, LCD display - monochrome","1316","Contoso Single-line phones E10 Black","5.09","9.99"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Economy","Dual handset cordless phone system with answering system","1317","Contoso Dual Handset Cordless Phone System  E20 Black","6.62","12.99"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Economy","16-minute all-digital answering system, wireless network friendly","1318","Contoso 3 Handset Cordless Phone System  E30 Black","8.66","16.99"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Economy","Memory for 100 contact entries","1340","Contoso Phone with Memory Dialing-single line E88 Black","7.23","14.19"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Economy","Memory for 100 contact entries, three-party conferencing, and each line can be set to its own distinct ringtone","1341","Contoso Phone with Memory Dialing-2 lines E90 Black","8.16","16"
"Contoso, Ltd","Black","Home & Office Phones","Cell phones","Contoso","Economy","Phone for MSN","1344","Contoso Phone for MSN E200 Black","8.16","16"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Economy","1-line operation, LCD display - monochrome","1349","Contoso Single-line phones E10 White","5.09","9.99"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Economy","Dual handset cordless phone system with answering system","1350","Contoso Dual Handset Cordless Phone System E20 White","6.62","12.99"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Economy","16-minute all-digital answering system, wireless network friendly","1351","Contoso 3 Handset Cordless Phone System E30 White","8.66","16.99"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Economy","Memory for 100 contact entries","1373","Contoso Phone with Memory Dialing-single line E88 White","7.23","14.19"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Economy","Memory for 100 contact entries, three-party conferencing, each line can be set to its own distinct ringtone","1374","Contoso Phone with Memory Dialing-2 lines E90 White","8.16","16"
"Contoso, Ltd","White","Home & Office Phones","Cell phones","Contoso","Economy","Phone for MSN","1377","Contoso Phone for MSN E200 White","8.16","16"
"Contoso, Ltd","Grey","Home & Office Phones","Cell phones","Contoso","Economy","1-line operation, LCD display - monochrome","1382","Contoso Single-line phones E10 Grey","5.09","9.99"
"Contoso, Ltd","Grey","Home & Office Phones","Cell phones","Contoso","Economy","Dual handset cordless phone system with answering system","1383","Contoso Dual Handset Cordless Phone System E20 Grey","6.62","12.99"
"Contoso, Ltd","Grey","Home & Office Phones","Cell phones","Contoso","Economy","16-minute all-digital answering system, wireless network friendly","1384","Contoso 3 Handset Cordless Phone System E30 Grey","8.66","16.99"
"Contoso, Ltd","Grey","Home & Office Phones","Cell phones","Contoso","Economy","Memory for 100 contact entries","1406","Contoso Phone with Memory Dialing-single line E88 Grey","7.23","14.19"
"Contoso, Ltd","Grey","Home & Office Phones","Cell phones","Contoso","Economy","Memory for 100 contact entries, three-party conferencing, and each line can be set to its own distinct ringtone","1407","Contoso Phone with Memory Dialing-2 lines E90 Grey","8.16","16"
"Contoso, Ltd","Black","Touch Screen Phones","Cell phones","Contoso","Economy","What's in the Box: handset, battery, charger, and user manual","1465","Contoso Finger Touch Screen Phones M30 Black","91.51","199"
"Contoso, Ltd","Black","Touch Screen Phones","Cell phones","Contoso","Economy","Up to 288 hours (12 days) of standby time, what's in the box: handset, battery, charger, 1 GB Micro SD memory card, USB cable, wired stereo hands free headset, quick start guide","1468","Contoso Touch Screen Phones - CRT M11 Black","86.91","189"
"Contoso, Ltd","Black","Touch Screen Phones","Cell phones","Contoso","Economy","Micro SD expansion to 16 GB, access to personal email and instant messaging","1469","Contoso Touch Screen Phones  - LCD M12 Black","91.97","200"
"Contoso, Ltd","Yellow","Movie DVD","Music, Movies and Audio Books","Contoso","Economy","Language: English software installation, enterprise","1621","Contoso DVD Movies E100 Yellow","6.62","12.99"
"Contoso, Ltd","Black","Movie DVD","Music, Movies and Audio Books","Contoso","Economy","Store your CDs or DVDs in these beautiful binders, designed to look like books","1629","Contoso DVD 38 DVD Storage Binder E25 Black","5.09","9.99"
"Contoso, Ltd","Silver","Movie DVD","Music, Movies and Audio Books","Contoso","Economy","Store your CDs or DVDs in these beautiful binders, designed to look like books","1634","Contoso DVD 38 DVD Storage Binder E25 Silver","5.09","9.99"
"Contoso, Ltd","Red","Movie DVD","Music, Movies and Audio Books","Contoso","Economy","Store your CDs or DVDs in these beautiful binders, designed to look like books","1639","Contoso DVD 38 DVD Storage Binder E25 Red","5.09","9.99"
"Contoso, Ltd","Black","Movie DVD","Music, Movies and Audio Books","Contoso","Economy","6-hour rechargeable battery, 180-degree swivel and flip screen","1648","Contoso DVD 7-Inch Player Portable E200 Black","56.08","109.99"
"Contoso, Ltd","Silver","Movie DVD","Music, Movies and Audio Books","Contoso","Economy","6-hour rechargeable battery, 180-degree swivel and flip screen","1653","Contoso DVD 7-Inch Player Portable E200 Silver","56.08","109.99"
"Contoso, Ltd","White","Movie DVD","Music, Movies and Audio Books","Contoso","Economy","6-hour rechargeable battery, 180-degree swivel and flip screen","1658","Contoso DVD 7-Inch Player Portable E200 White","56.08","109.99"
"Contoso, Ltd","White","Washers & Dryers","Home Appliances","Contoso","Economy","15.5"" duet Washer and Dryer pedestal with drawer","1871","Contoso Washer & Dryer 15.5in E155 White","509.32","999"
"Contoso, Ltd","Silver","Washers & Dryers","Home Appliances","Contoso","Economy","15.5"" duet Washer and Dryer pedestal with drawer","1876","Contoso Washer & Dryer 15.5in E155 Silver","509.32","999"
"Contoso, Ltd","Blue","Washers & Dryers","Home Appliances","Contoso","Economy","15.5"" duet Washer and Dryer pedestal with drawer","1881","Contoso Washer & Dryer 15.5in E155 Blue","509.32","999"
"Contoso, Ltd","Green","Washers & Dryers","Home Appliances","Contoso","Economy","15.5"" duet Washer and Dryer pedestal with drawer","1886","Contoso Washer & Dryer 15.5in E155 Green","509.32","999"
"Contoso, Ltd","Red","Washers & Dryers","Home Appliances","Contoso","Economy","15.5"" duet Washer and Dryer pedestal with drawer","1891","Contoso Washer & Dryer 15.5in E155 Red","509.32","999"
"Contoso, Ltd","Pink","Washers & Dryers","Home Appliances","Contoso","Economy","15.5"" duet Washer and Dryer pedestal with drawer","1896","Contoso Washer & Dryer 15.5in E155 Pink","509.32","999"
"Contoso, Ltd","White","Microwaves","Home Appliances","Contoso","Economy","Total output 900 watts. 10 power levels, 6 one touch cooking menu","2059","Contoso Microwave 0.9CuFt E0090 White","50.98","99.99"
"Contoso, Ltd","White","Microwaves","Home Appliances","Contoso","Economy","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","2060","Contoso Microwave 0.8CuFt E0080 White","48.43","94.99"
"Contoso, Ltd","Silver","Microwaves","Home Appliances","Contoso","Economy","Total output 900 watts. 10 power levels, 6 one touch cooking menu","2065","Contoso Microwave 0.9CuFt E0090 Silver","50.98","99.99"
"Contoso, Ltd","Silver","Microwaves","Home Appliances","Contoso","Economy","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","2066","Contoso Microwave 0.8CuFt E0080 Silver","48.43","94.99"
"Contoso, Ltd","Grey","Microwaves","Home Appliances","Contoso","Economy","Total output 900 watts, 10 power levels, 6 one touch cooking menu","2071","Contoso Microwave 0.9CuFt E0090 Grey","50.98","99.99"
"Contoso, Ltd","Grey","Microwaves","Home Appliances","Contoso","Economy","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","2072","Contoso Microwave 0.8CuFt E0080 Grey","48.43","94.99"
"Contoso, Ltd","Red","Microwaves","Home Appliances","Contoso","Economy","Total output 900 watts. 10 power levels, 6 one touch cooking menu","2077","Contoso Microwave 0.9CuFt E0090 Red","50.98","99.99"
"Contoso, Ltd","Red","Microwaves","Home Appliances","Contoso","Economy","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","2078","Contoso Microwave 0.8CuFt E0080 Red","48.43","94.99"
"Contoso, Ltd","Black","Microwaves","Home Appliances","Contoso","Economy","Total output 900 watts, 10 power levels, 6 one touch cooking menu","2083","Contoso Microwave 0.9CuFt E0090 Black","50.98","99.99"
"Contoso, Ltd","Black","Microwaves","Home Appliances","Contoso","Economy","800-watt compact-size microwave oven with 4/5-cubic-foot capacity","2084","Contoso Microwave 0.8CuFt E0080 Black","48.43","94.99"
"Contoso, Ltd","White","Water Heaters","Home Appliances","Contoso","Economy","Delivers 1.5 gallons per minute,99-percent efficient","2089","Contoso Water Heater 1.5GPM E0800 White","131.28","257.5"
"Contoso, Ltd","Blue","Water Heaters","Home Appliances","Contoso","Economy","Delivers 1.5 gallons per minute,99-percent efficient","2094","Contoso Water Heater 1.5GPM E0800 Blue","131.28","257.5"
"Contoso, Ltd","Green","Water Heaters","Home Appliances","Contoso","Economy","Delivers 1.5 gallons per minute, 99-percent efficient","2099","Contoso Water Heater 1.5GPM E0800 Green","131.28","257.5"
"Contoso, Ltd","Silver","Water Heaters","Home Appliances","Contoso","Economy","Delivers 1.5 gallons per minute, 99-percent efficient","2104","Contoso Water Heater 1.5GPM E0800 Silver","131.28","257.5"
"Contoso, Ltd","Grey","Water Heaters","Home Appliances","Contoso","Economy","Delivers 1.5 gallons per minute, 99-percent efficient","2109","Contoso Water Heater 1.5GPM E0800 Grey","131.28","257.5"
"Contoso, Ltd","Red","Water Heaters","Home Appliances","Contoso","Economy","Delivers 1.5 gallons per minute, 99-percent efficient","2114","Contoso Water Heater 1.5GPM E0800 Red","131.28","257.5"
"Contoso, Ltd","Black","Coffee Machines","Home Appliances","Contoso","Economy","Combination 5 cup auto coffee maker","2119","Contoso Coffee Maker Auto 5C E0900 Black","83.1","163"
"Contoso, Ltd","Black","Coffee Machines","Home Appliances","Contoso","Economy","5-Cup Capacity with glass carafe, digital soft touch pad and automatic shut off","2120","Contoso Coffee Maker 5C E0900 Black","75.96","149"
"Contoso, Ltd","Black","Coffee Machines","Home Appliances","Contoso","Economy","4-cup-capacity steam-driven espresso/cappuccino machine","2121","Contoso Coffee Maker 4C E0800 Black","66.23","129.9"
"Contoso, Ltd","Silver","Coffee Machines","Home Appliances","Contoso","Economy","Combination 5 cup auto coffee maker","2125","Contoso Coffee Maker Auto 5C E0900 Silver","83.1","163"
"Contoso, Ltd","Silver","Coffee Machines","Home Appliances","Contoso","Economy","5-Cup Capacity with glass carafe, digital soft touch pad and automatic shut off","2126","Contoso Coffee Maker 5C E0900 Silver","75.96","149"
"Contoso, Ltd","Silver","Coffee Machines","Home Appliances","Contoso","Economy","4-cup-capacity steam-driven espresso/cappuccino machine","2127","Contoso Coffee Maker 4C E0800 Silver","66.23","129.9"
"Contoso, Ltd","White","Coffee Machines","Home Appliances","Contoso","Economy","Combination 5 cup auto coffee maker","2131","Contoso Coffee Maker Auto 5C E0900 White","83.1","163"
"Contoso, Ltd","White","Coffee Machines","Home Appliances","Contoso","Economy","5-Cup Capacity with glass carafe, digital soft touch pad and automatic shut off","2132","Contoso Coffee Maker 5C E0900 White","75.96","149"
"Contoso, Ltd","White","Coffee Machines","Home Appliances","Contoso","Economy","4-cup-capacity steam-driven espresso/cappuccino machine","2133","Contoso Coffee Maker 4C E0800 White","66.23","129.9"
"Contoso, Ltd","Grey","Coffee Machines","Home Appliances","Contoso","Economy","Combination 5 cup auto coffee maker","2137","Contoso Coffee Maker Auto 5C E0900 Grey","83.1","163"
"Contoso, Ltd","Grey","Coffee Machines","Home Appliances","Contoso","Economy","5-Cup Capacity with glass carafe, digital soft touch pad and automatic shut off","2138","Contoso Coffee Maker 5C E0900 Grey","75.96","149"
"Contoso, Ltd","Grey","Coffee Machines","Home Appliances","Contoso","Economy","4-cup-capacity steam-driven espresso/cappuccino machine","2139","Contoso Coffee Maker 4C E0800 Grey","66.23","129.9"
"Contoso, Ltd","White","Air Conditioners","Home Appliances","Contoso","Economy","6,000-BTU air conditioner for rooms up to 180 square feet","2353","Contoso Air conditioner 6000BTU E0180 White","101.96","199.99"
"Contoso, Ltd","White","Air Conditioners","Home Appliances","Contoso","Economy","5,200-BTU air conditioner for rooms up to 100 square feet","2354","Contoso Air conditioner 5200BTU E0100 White","56.08","109.99"
"Contoso, Ltd","Red","Air Conditioners","Home Appliances","Contoso","Economy","6,000-BTU air conditioner for rooms up to 180 square feet","2360","Contoso Air conditioner 6000BTU E0180 Red","101.96","199.99"
"Contoso, Ltd","Red","Air Conditioners","Home Appliances","Contoso","Economy","5,200-BTU air conditioner for rooms up to 100 square feet","2361","Contoso Air conditioner 5200BTU E0100 Red","56.08","109.99"
"Contoso, Ltd","Silver","Air Conditioners","Home Appliances","Contoso","Economy","6,000-BTU air conditioner for rooms up to 180 square feet","2367","Contoso Air conditioner 6000BTU E0180 Silver","101.96","199.99"
"Contoso, Ltd","Silver","Air Conditioners","Home Appliances","Contoso","Economy","5,200-BTU air conditioner for rooms up to 100 square feet","2368","Contoso Air conditioner 5200BTU E0100 Silver","56.08","109.99"
"Contoso, Ltd","Grey","Air Conditioners","Home Appliances","Contoso","Economy","6,000-BTU air conditioner for rooms up to 180 square feet","2374","Contoso Air conditioner 6000BTU E0180 Grey","101.96","199.99"
"Contoso, Ltd","Grey","Air Conditioners","Home Appliances","Contoso","Economy","5,200-BTU air conditioner for rooms up to 100 square feet","2375","Contoso Air conditioner 5200BTU E0100 Grey","56.08","109.99"
"Contoso, Ltd","Blue","Air Conditioners","Home Appliances","Contoso","Economy","6,000-BTU air conditioner for rooms up to 180 square feet","2381","Contoso Air conditioner 6000BTU E0180 Blue","101.96","199.99"
"Contoso, Ltd","Blue","Air Conditioners","Home Appliances","Contoso","Economy","5,200-BTU air conditioner for rooms up to 100 square feet","2382","Contoso Air conditioner 5200BTU E0100 Blue","56.08","109.99"
"Contoso, Ltd","Black","Cell phones Accessories","Cell phones","Contoso","Economy","Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped","2488","Contoso Rubberized Skin BlackBerry E100 Black","7.64","14.99"
"Contoso, Ltd","Silver","Cell phones Accessories","Cell phones","Contoso","Economy","Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped","2489","Contoso Rubberized Skin BlackBerry E100 Silver","7.64","14.99"
"Contoso, Ltd","White","Cell phones Accessories","Cell phones","Contoso","Economy","Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped","2490","Contoso Rubberized Skin BlackBerry E100 White","7.64","14.99"
"Contoso, Ltd","Black","Cell phones Accessories","Cell phones","Contoso","Economy","Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets","2491","Cigarette Lighter Adapter for Contoso Phones E110 Black","12.74","24.99"
"Contoso, Ltd","White","Cell phones Accessories","Cell phones","Contoso","Economy","Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets","2492","Cigarette Lighter Adapter for Contoso Phones E110 White","12.74","24.99"
"Contoso, Ltd","Red","Cell phones Accessories","Cell phones","Contoso","Economy","Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets","2493","Cigarette Lighter Adapter for Contoso Phones E110 Red","12.74","24.99"
"Contoso, Ltd","Transparent","Cell phones Accessories","Cell phones","Contoso","Economy","Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches","2494","Reusable Phone Screen Protector E120","1.5","2.94"
"Contoso, Ltd","Black","Cell phones Accessories","Cell phones","Contoso","Economy","Allows the adapter to be used with stereo headphones that also have integrated microphone functionality","2495","Headphone Adapter for Contoso Phone E130 Black","5.09","9.99"
"Contoso, Ltd","Silver","Cell phones Accessories","Cell phones","Contoso","Economy","Allows the adapter to be used with stereo headphones that also have integrated microphone functionality","2496","Headphone Adapter for Contoso Phone E130 Silver","5.09","9.99"
"Contoso, Ltd","White","Cell phones Accessories","Cell phones","Contoso","Economy","Allows the adapter to be used with stereo headphones that also have integrated microphone functionality","2497","Headphone Adapter for Contoso Phone E130 White","5.09","9.99"
"Contoso, Ltd","Black","Cell phones Accessories","Cell phones","Contoso","Economy","Bottom flaps up for docking, rugged rubber case","2498","Contoso Phone Tough Skin Case E140 Black","12.09","23.72"
"Contoso, Ltd","White","Cell phones Accessories","Cell phones","Contoso","Economy","Bottom flaps up for docking, rugged rubber case","2499","Contoso Phone Tough Skin Case E140 White","12.09","23.72"
"Contoso, Ltd","Silver","Cell phones Accessories","Cell phones","Contoso","Economy","Bottom flaps up for docking, rugged rubber case","2500","Contoso Phone Tough Skin Case E140 Silver","12.09","23.72"
"Contoso, Ltd","Pink","Cell phones Accessories","Cell phones","Contoso","Economy","Bottom flaps up for docking, rugged rubber case","2501","Contoso Phone Tough Skin Case E140 Pink","12.09","23.72"
"Contoso, Ltd","Black","Cell phones Accessories","Cell phones","Contoso","Economy","The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen","2502","Contoso Touch Stylus Pen E150 Black","5.09","9.99"
"Contoso, Ltd","Silver","Cell phones Accessories","Cell phones","Contoso","Economy","The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen","2503","Contoso Touch Stylus Pen E150 Silver","5.09","9.99"
"Contoso, Ltd","White","Cell phones Accessories","Cell phones","Contoso","Economy","The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen","2504","Contoso Touch Stylus Pen E150 White","5.09","9.99"
"Contoso, Ltd","Red","Cell phones Accessories","Cell phones","Contoso","Economy","The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen","2505","Contoso Touch Stylus Pen E150 Red","5.09","9.99"
"Contoso, Ltd","Pink","Cell phones Accessories","Cell phones","Contoso","Economy","LCD screen protector","2506","Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink","2.42","4.74"
"Contoso, Ltd","White","Cell phones Accessories","Cell phones","Contoso","Economy","LCD screen protector","2507","Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White","2.42","4.74"
"Contoso, Ltd","Silver","Cell phones Accessories","Cell phones","Contoso","Economy","LCD screen protector","2508","Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver","2.42","4.74"
"Contoso, Ltd","Black","Cell phones Accessories","Cell phones","Contoso","Economy","Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","2509","Contoso Original K1m Li-Ion Standard Battery E170 Black","2.07","4.06"
"Contoso, Ltd","White","Cell phones Accessories","Cell phones","Contoso","Economy","Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","2510","Contoso Original K1m Li-Ion Standard Battery E170 White","2.07","4.06"
"Contoso, Ltd","Silver","Cell phones Accessories","Cell phones","Contoso","Economy","Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","2511","Contoso Original K1m Li-Ion Standard Battery E170 Silver","2.07","4.06"
"Contoso, Ltd","White","Cell phones Accessories","Cell phones","Contoso","Economy","Designed for new modular, different location without","2515","Contoso In-Line Coupler E180 White","1.71","3.35"
"Contoso, Ltd","Black","Cell phones Accessories","Cell phones","Contoso","Economy","Designed for new modular, different location without","2516","Contoso In-Line Coupler E180 Black","1.71","3.35"
"Contoso, Ltd","Silver","Cell phones Accessories","Cell phones","Contoso","Economy","Designed for new modular, different location without","2517","Contoso In-Line Coupler E180 Silver","1.71","3.35"
"Contoso, Ltd","White","MP4&MP3","Audio","Contoso","Regular","2"" color LCD, Touchpad, Plays music, video, photos and text","16","Contoso 8GB Super-Slim MP3/Video Player M800 White","50.56","109.95"
"Contoso, Ltd","Red","MP4&MP3","Audio","Contoso","Regular","2"" color LCD, Touchpad, Plays music, video, photos and text","17","Contoso 8GB Super-Slim MP3/Video Player M800 Red","50.56","109.95"
"Contoso, Ltd","Green","MP4&MP3","Audio","Contoso","Regular","2"" color LCD, Touchpad, Plays music, video, photos and text","18","Contoso 8GB Super-Slim MP3/Video Player M800 Green","50.56","109.95"
"Contoso, Ltd","Pink","MP4&MP3","Audio","Contoso","Regular","2"" color LCD, Touchpad, Plays music, video, photos and text","19","Contoso 8GB Super-Slim MP3/Video Player M800 Pink","50.56","109.95"
"Contoso, Ltd","Black","MP4&MP3","Audio","Contoso","Regular","2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG","20","Contoso 8GB MP3 Player new model M820 Black","61.62","134"
"Contoso, Ltd","Blue","MP4&MP3","Audio","Contoso","Regular","2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG","21","Contoso 8GB MP3 Player new model M820 Blue","61.62","134"
"Contoso, Ltd","Yellow","MP4&MP3","Audio","Contoso","Regular","2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG","22","Contoso 8GB MP3 Player new model M820 Yellow","61.62","134"
